N,SortedVector Add,LinkedList Add,BST Add,SortedVector Search,LinkedList Search,BST Search,SortedVector Save,SortedList Save, BST Save,SortedVector Remove,SortedList Remove,BST Remove,Vector Add Front,LinkedList Add Front,Vector Add Back,LinkedList Add Back,Vector Remove Front,LinkedList Remove Front,Vector Remove Back,LinkedList Remove Back,Vector Get,LinkedList Get
1000.000000,0.003407,0.002155,0.000277,0.000310,0.002280,0.000253,0.000129,0.000110,0.000117,0.000551,0.001571,0.000395,0.000596,0.000021,0.000006,0.000024,0.000641,0.000027,0.000006,0.000591,0.000003,0.000371
2000.000000,0.010036,0.006619,0.000537,0.000593,0.007583,0.000474,0.000199,0.000185,0.000213,0.001445,0.005505,0.000815,0.002163,0.000040,0.000012,0.000044,0.002365,0.000052,0.000011,0.002150,0.000006,0.001341
3000.000000,0.021284,0.015470,0.000905,0.000978,0.023965,0.000972,0.000318,0.000312,0.000332,0.003081,0.017543,0.001319,0.004841,0.000058,0.000018,0.000064,0.005404,0.000074,0.000016,0.004792,0.000007,0.003059
4000.000000,0.038871,0.027259,0.001155,0.001213,0.040411,0.001146,0.000392,0.000394,0.000437,0.005004,0.030478,0.001883,0.008588,0.000083,0.000035,0.000084,0.009410,0.000099,0.000020,0.008414,0.000012,0.005398
5000.000000,0.061279,0.043842,0.001490,0.001576,0.065601,0.001410,0.000444,0.000444,0.000522,0.007309,0.048422,0.002423,0.013667,0.000113,0.000035,0.000139,0.015367,0.000125,0.000025,0.020183,0.000016,0.008723
6000.000000,0.088541,0.064661,0.001839,0.001935,0.083602,0.001761,0.000531,0.000509,0.000579,0.011483,0.068448,0.003038,0.019366,0.000146,0.000037,0.000144,0.021158,0.000166,0.000030,0.035440,0.000017,0.020744
7000.000000,0.123931,0.086249,0.002202,0.002271,0.116757,0.002186,0.000624,0.000609,0.000685,0.013394,0.091715,0.003798,0.026502,0.000178,0.000047,0.000146,0.028854,0.000194,0.000036,0.025562,0.000019,0.031819
8000.000000,0.153737,0.110677,0.002549,0.002685,0.167667,0.002534,0.000686,0.000671,0.000755,0.017283,0.123826,0.004354,0.034508,0.000193,0.000048,0.000156,0.037513,0.000219,0.000041,0.034139,0.000022,0.051169
9000.000000,0.195897,0.140488,0.002978,0.003153,0.193224,0.002866,0.000761,0.000773,0.000853,0.021462,0.152054,0.004867,0.043872,0.000231,0.000062,0.000191,0.047553,0.000246,0.000046,0.046243,0.000026,0.071710
10000.000000,0.248521,0.176000,0.003302,0.003409,0.244400,0.003213,0.000834,0.000820,0.000926,0.026217,0.197269,0.005431,0.053493,0.000248,0.000061,0.000202,0.058463,0.000275,0.000051,0.075786,0.000028,0.080872
